会社名,四半期,区分,科目,前期末,当期末
イズミ建設,2026Q1,PL,受取利息及び受取配当金,,100
イズミ建設,2026Q1,PL,支払利息,,700
イズミ建設,2026Q1,PL,固定資産売却損益(益は+、損は−),,600
イズミ建設,2026Q1,PL,法人税等,,2900
イズミ建設,2026Q1,補足,有形固定資産の売却による収入,,1500
イズミ建設,2026Q1,SS,剰余金の配当(配当金の支払額),,2300
ジュピター商事,2023Q4,BS,現金及び預金,3200,500
ジュピター商事,2023Q4,BS,預け金,3800,3900
ジュピター商事,2023Q4,BS,営業債権,4600,5600
ジュピター商事,2023Q4,BS,棚卸資産,4900,5500
ジュピター商事,2023Q4,BS,その他流動資産,1400,1300
ジュピター商事,2023Q4,BS,有形固定資産(純額),8200,10200
ジュピター商事,2023Q4,BS,投資その他の資産,1600,1300
ジュピター商事,2023Q4,BS,営業債務,4000,4900
ジュピター商事,2023Q4,BS,短期借入金,2800,3600
ジュピター商事,2023Q4,BS,その他流動負債,1300,1100
ジュピター商事,2023Q4,BS,長期借入金,6600,6000
ジュピター商事,2023Q4,BS,その他固定負債,1700,1500
ジュピター商事,2023Q4,BS,退職給付引当金,2400,2400
ジュピター商事,2023Q4,BS,純資産合計,8900,8800
ジュピター商事,2023Q4,PL,売上高,,23800
ジュピター商事,2023Q4,PL,営業利益,,-200
ジュピター商事,2023Q4,PL,税引前当期純利益,,-100
ジュピター商事,2023Q4,PL,減価償却費,,2400
ジュピター商事,2023Q4,PL,受取利息及び受取配当金,,100
ジュピター商事,2023Q4,PL,支払利息,,200
ジュピター商事,2023Q4,PL,固定資産売却損益(益は+、損は−),,200
ジュピター商事,2023Q4,補足,有形固定資産の売却による収入,,1400
ジュピター商事,2024Q1,BS,現金及び預金,,500
ジュピター商事,2024Q1,BS,預け金,,4200
ジュピター商事,2024Q1,BS,営業債権,,5000
ジュピター商事,2024Q1,BS,棚卸資産,,6300
ジュピター商事,2024Q1,BS,その他流動資産,,1500
ジュピター商事,2024Q1,BS,有形固定資産(純額),,9500
ジュピター商事,2024Q1,BS,投資その他の資産,,1300
ジュピター商事,2024Q1,BS,営業債務,,4800
ジュピター商事,2024Q1,BS,短期借入金,,3500
ジュピター商事,2024Q1,BS,その他流動負債,,1300
ジュピター商事,2024Q1,BS,長期借入金,,5900
ジュピター商事,2024Q1,BS,その他固定負債,,1400
ジュピター商事,2024Q1,BS,退職給付引当金,,2400
ジュピター商事,2024Q1,BS,純資産合計,,9000
ジュピター商事,2024Q1,PL,売上高,,23500
ジュピター商事,2024Q1,PL,営業利益,,400
ジュピター商事,2024Q1,PL,税引前当期純利益,,300
ジュピター商事,2024Q1,PL,減価償却費,,1200
ジュピター商事,2024Q1,PL,受取利息及び受取配当金,,100
ジュピター商事,2024Q1,PL,支払利息,,200
ジュピター商事,2024Q1,PL,法人税等,,100
ジュピター商事,2024Q2,BS,現金及び預金,,3500
ジュピター商事,2024Q2,BS,預け金,,4100
ジュピター商事,2024Q2,BS,営業債権,,4200
ジュピター商事,2024Q2,BS,棚卸資産,,5600
ジュピター商事,2024Q2,BS,その他流動資産,,1500
ジュピター商事,2024Q2,BS,有形固定資産(純額),,8900
ジュピター商事,2024Q2,BS,投資その他の資産,,1300
ジュピター商事,2024Q2,BS,営業債務,,4300
ジュピター商事,2024Q2,BS,短期借入金,,4700
ジュピター商事,2024Q2,BS,その他流動負債,,1100
ジュピター商事,2024Q2,BS,長期借入金,,5900
ジュピター商事,2024Q2,BS,その他固定負債,,1600
ジュピター商事,2024Q2,BS,退職給付引当金,,2600
ジュピター商事,2024Q2,BS,純資産合計,,8900
ジュピター商事,2024Q2,PL,売上高,,23500
ジュピター商事,2024Q2,PL,営業利益,,-100
ジュピター商事,2024Q2,PL,税引前当期純利益,,-100
ジュピター商事,2024Q2,PL,減価償却費,,1200
ジュピター商事,2024Q2,PL,受取利息及び受取配当金,,100
ジュピター商事,2024Q2,PL,支払利息,,100
ジュピター商事,2024Q3,BS,現金及び預金,,3300
ジュピター商事,2024Q3,BS,預け金,,5000
ジュピター商事,2024Q3,BS,営業債権,,3400
ジュピター商事,2024Q3,BS,棚卸資産,,6000
ジュピター商事,2024Q3,BS,その他流動資産,,1400
ジュピター商事,2024Q3,BS,有形固定資産(純額),,9600
ジュピター商事,2024Q3,BS,投資その他の資産,,900
ジュピター商事,2024Q3,BS,営業債務,,4000
ジュピター商事,2024Q3,BS,短期借入金,,3900
ジュピター商事,2024Q3,BS,その他流動負債,,1300
ジュピター商事,2024Q3,BS,長期借入金,,5600
ジュピター商事,2024Q3,BS,その他固定負債,,1700
ジュピター商事,2024Q3,BS,退職給付引当金,,2900
ジュピター商事,2024Q3,BS,純資産合計,,10200
ジュピター商事,2024Q3,PL,売上高,,23300
ジュピター商事,2024Q3,PL,営業利益,,2700
ジュピター商事,2024Q3,PL,税引前当期純利益,,2400
ジュピター商事,2024Q3,PL,減価償却費,,2200
ジュピター商事,2024Q3,PL,支払利息,,100
ジュピター商事,2024Q3,PL,固定資産売却損益(益は+、損は−),,-200
ジュピター商事,2024Q3,PL,法人税等,,800
ジュピター商事,2024Q3,補足,有形固定資産の売却による収入,,900
ジュピター商事,2024Q3,SS,剰余金の配当(配当金の支払額),,300
ジュピター商事,2024Q4,BS,現金及び預金,,2300
ジュピター商事,2024Q4,BS,預け金,,4200
ジュピター商事,2024Q4,BS,営業債権,,4200
ジュピター商事,2024Q4,BS,棚卸資産,,5800
ジュピター商事,2024Q4,BS,その他流動資産,,1600
ジュピター商事,2024Q4,BS,有形固定資産(純額),,11200
ジュピター商事,2024Q4,BS,投資その他の資産,,900
ジュピター商事,2024Q4,BS,営業債務,,3300
ジュピター商事,2024Q4,BS,短期借入金,,4000
ジュピター商事,2024Q4,BS,その他流動負債,,1300
ジュピター商事,2024Q4,BS,長期借入金,,6600
ジュピター商事,2024Q4,BS,その他固定負債,,1800
ジュピター商事,2024Q4,BS,退職給付引当金,,3100
ジュピター商事,2024Q4,BS,純資産合計,,10100
ジュピター商事,2024Q4,PL,売上高,,23800
ジュピター商事,2024Q4,PL,営業利益,,-100
ジュピター商事,2024Q4,PL,税引前当期純利益,,-100
ジュピター商事,2024Q4,PL,減価償却費,,900
ジュピター商事,2024Q4,PL,受取利息及び受取配当金,,100
ジュピター商事,2024Q4,PL,支払利息,,400
ジュピター商事,2024Q4,PL,固定資産売却損益(益は+、損は−),,300
ジュピター商事,2024Q4,補足,有形固定資産の売却による収入,,700
ジュピター商事,2025Q1,BS,現金及び預金,,3300
ジュピター商事,2025Q1,BS,預け金,,5100
ジュピター商事,2025Q1,BS,営業債権,,3400
ジュピター商事,2025Q1,BS,棚卸資産,,6300
ジュピター商事,2025Q1,BS,その他流動資産,,1700
ジュピター商事,2025Q1,BS,有形固定資産(純額),,11900
ジュピター商事,2025Q1,BS,投資その他の資産,,900
ジュピター商事,2025Q1,BS,営業債務,,4000
ジュピター商事,2025Q1,BS,短期借入金,,4500
ジュピター商事,2025Q1,BS,その他流動負債,,1700
ジュピター商事,2025Q1,BS,長期借入金,,6600
ジュピター商事,2025Q1,BS,その他固定負債,,1700
ジュピター商事,2025Q1,BS,退職給付引当金,,3400
ジュピター商事,2025Q1,BS,純資産合計,,10700
ジュピター商事,2025Q1,PL,売上高,,24000
ジュピター商事,2025Q1,PL,営業利益,,1800
ジュピター商事,2025Q1,PL,税引前当期純利益,,1600
ジュピター商事,2025Q1,PL,減価償却費,,2300
ジュピター商事,2025Q1,PL,支払利息,,400
ジュピター商事,2025Q1,PL,固定資産売却損益(益は+、損は−),,200
ジュピター商事,2025Q1,PL,法人税等,,500
ジュピター商事,2025Q1,補足,有形固定資産の売却による収入,,600
ジュピター商事,2025Q1,SS,剰余金の配当(配当金の支払額),,500
ジュピター商事,2025Q2,BS,現金及び預金,,2900
ジュピター商事,2025Q2,BS,預け金,,5300
ジュピター商事,2025Q2,BS,営業債権,,4300
ジュピター商事,2025Q2,BS,棚卸資産,,7100
ジュピター商事,2025Q2,BS,その他流動資産,,1700
ジュピター商事,2025Q2,BS,有形固定資産(純額),,12700
ジュピター商事,2025Q2,BS,投資その他の資産,,1400
ジュピター商事,2025Q2,BS,営業債務,,4400
ジュピター商事,2025Q2,BS,短期借入金,,5300
ジュピター商事,2025Q2,BS,その他流動負債,,2100
ジュピター商事,2025Q2,BS,長期借入金,,6800
ジュピター商事,2025Q2,BS,その他固定負債,,1800
ジュピター商事,2025Q2,BS,退職給付引当金,,3600
ジュピター商事,2025Q2,BS,純資産合計,,11400
ジュピター商事,2025Q2,PL,売上高,,24800
ジュピター商事,2025Q2,PL,営業利益,,1400
ジュピター商事,2025Q2,PL,税引前当期純利益,,1000
ジュピター商事,2025Q2,PL,減価償却費,,1200
ジュピター商事,2025Q2,PL,支払利息,,400
ジュピター商事,2025Q2,PL,法人税等,,300
ジュピター商事,2025Q3,BS,現金及び預金,,2200
ジュピター商事,2025Q3,BS,預け金,,5800
ジュピター商事,2025Q3,BS,営業債権,,4500
ジュピター商事,2025Q3,BS,棚卸資産,,7400
ジュピター商事,2025Q3,BS,その他流動資産,,1500
ジュピター商事,2025Q3,BS,有形固定資産(純額),,13100
ジュピター商事,2025Q3,BS,投資その他の資産,,1800
ジュピター商事,2025Q3,BS,営業債務,,3600
ジュピター商事,2025Q3,BS,短期借入金,,6200
ジュピター商事,2025Q3,BS,その他流動負債,,2000
ジュピター商事,2025Q3,BS,長期借入金,,5800
ジュピター商事,2025Q3,BS,その他固定負債,,2000
ジュピター商事,2025Q3,BS,退職給付引当金,,3600
ジュピター商事,2025Q3,BS,純資産合計,,13100
ジュピター商事,2025Q3,PL,売上高,,24500
ジュピター商事,2025Q3,PL,営業利益,,2700
ジュピター商事,2025Q3,PL,税引前当期純利益,,2500
ジュピター商事,2025Q3,PL,減価償却費,,1600
ジュピター商事,2025Q3,PL,受取利息及び受取配当金,,100
ジュピター商事,2025Q3,PL,支払利息,,300
ジュピター商事,2025Q3,PL,法人税等,,800
ジュピター商事,2025Q4,BS,現金及び預金,,1100
ジュピター商事,2025Q4,BS,預け金,,6600
ジュピター商事,2025Q4,BS,営業債権,,4800
ジュピター商事,2025Q4,BS,棚卸資産,,7200
ジュピター商事,2025Q4,BS,その他流動資産,,1700
ジュピター商事,2025Q4,BS,有形固定資産(純額),,14000
ジュピター商事,2025Q4,BS,投資その他の資産,,2000
ジュピター商事,2025Q4,BS,営業債務,,3800
ジュピター商事,2025Q4,BS,短期借入金,,6300
ジュピター商事,2025Q4,BS,その他流動負債,,1800
ジュピター商事,2025Q4,BS,長期借入金,,4900
ジュピター商事,2025Q4,BS,その他固定負債,,2200
ジュピター商事,2025Q4,BS,退職給付引当金,,3500
ジュピター商事,2025Q4,BS,純資産合計,,14900
ジュピター商事,2025Q4,PL,売上高,,25300
ジュピター商事,2025Q4,PL,営業利益,,2700
ジュピター商事,2025Q4,PL,税引前当期純利益,,2600
ジュピター商事,2025Q4,PL,減価償却費,,1900
ジュピター商事,2025Q4,PL,受取利息及び受取配当金,,100
ジュピター商事,2025Q4,PL,支払利息,,200
ジュピター商事,2025Q4,PL,法人税等,,800
ジュピター商事,2026Q1,BS,現金及び預金,,2100
ジュピター商事,2026Q1,BS,預け金,,6400
ジュピター商事,2026Q1,BS,営業債権,,5300
ジュピター商事,2026Q1,BS,棚卸資産,,7000
ジュピター商事,2026Q1,BS,その他流動資産,,1500
ジュピター商事,2026Q1,BS,有形固定資産(純額),,13800
ジュピター商事,2026Q1,BS,投資その他の資産,,1800
ジュピター商事,2026Q1,BS,営業債務,,4200
ジュピター商事,2026Q1,BS,短期借入金,,5500
ジュピター商事,2026Q1,BS,その他流動負債,,2100
ジュピター商事,2026Q1,BS,長期借入金,,3800
ジュピター商事,2026Q1,BS,その他固定負債,,2500
ジュピター商事,2026Q1,BS,退職給付引当金,,3300
ジュピター商事,2026Q1,BS,純資産合計,,16500
ジュピター商事,2026Q1,PL,売上高,,25700
ジュピター商事,2026Q1,PL,営業利益,,3100
ジュピター商事,2026Q1,PL,税引前当期純利益,,2900
ジュピター商事,2026Q1,PL,減価償却費,,1100
ジュピター商事,2026Q1,PL,受取利息及び受取配当金,,100
ジュピター商事,2026Q1,PL,支払利息,,300
ジュピター商事,2026Q1,PL,法人税等,,900
ジュピター商事,2026Q1,SS,剰余金の配当(配当金の支払額),,400
ケヤキ製作所,2023Q4,BS,現金及び預金,15600,12400
ケヤキ製作所,2023Q4,BS,預け金,11200,10200
ケヤキ製作所,2023Q4,BS,営業債権,17300,15100
ケヤキ製作所,2023Q4,BS,棚卸資産,10400,12600
ケヤキ製作所,2023Q4,BS,その他流動資産,1800,1800
ケヤキ製作所,2023Q4,BS,有形固定資産(純額),22200,21900
ケヤキ製作所,2023Q4,BS,投資その他の資産,1900,3400
ケヤキ製作所,2023Q4,BS,営業債務,6900,5600
ケヤキ製作所,2023Q4,BS,短期借入金,3500,2500
ケヤキ製作所,2023Q4,BS,その他流動負債,3900,4000
ケヤキ製作所,2023Q4,BS,長期借入金,9600,7600
ケヤキ製作所,2023Q4,BS,その他固定負債,3100,3300
ケヤキ製作所,2023Q4,BS,退職給付引当金,3000,2800
ケヤキ製作所,2023Q4,BS,純資産合計,50400,51600
ケヤキ製作所,2023Q4,PL,売上高,,84600
ケヤキ製作所,2023Q4,PL,営業利益,,2600
ケヤキ製作所,2023Q4,PL,税引前当期純利益,,1800
ケヤキ製作所,2023Q4,PL,減価償却費,,3000
ケヤキ製作所,2023Q4,PL,受取利息及び受取配当金,,100
ケヤキ製作所,2023Q4,PL,支払利息,,900
ケヤキ製作所,2023Q4,PL,法人税等,,600
ケヤキ製作所,2024Q1,BS,現金及び預金,,500
ケヤキ製作所,2024Q1,BS,預け金,,11900
ケヤキ製作所,2024Q1,BS,営業債権,,17200
ケヤキ製作所,2024Q1,BS,棚卸資産,,12400
ケヤキ製作所,2024Q1,BS,その他流動資産,,2100
ケヤキ製作所,2024Q1,BS,有形固定資産(純額),,25400
ケヤキ製作所,2024Q1,BS,投資その他の資産,,2900
ケヤキ製作所,2024Q1,BS,営業債務,,5100
ケヤキ製作所,2024Q1,BS,短期借入金,,1500
ケヤキ製作所,2024Q1,BS,その他流動負債,,3700
ケヤキ製作所,2024Q1,BS,長期借入金,,3800
ケヤキ製作所,2024Q1,BS,その他固定負債,,3100
ケヤキ製作所,2024Q1,BS,退職給付引当金,,3200
ケヤキ製作所,2024Q1,BS,純資産合計,,52000
ケヤキ製作所,2024Q1,PL,売上高,,85200
ケヤキ製作所,2024Q1,PL,営業利益,,1100
ケヤキ製作所,2024Q1,PL,税引前当期純利益,,600
ケヤキ製作所,2024Q1,PL,減価償却費,,5000
ケヤキ製作所,2024Q1,PL,受取利息及び受取配当金,,200
ケヤキ製作所,2024Q1,PL,支払利息,,700
ケヤキ製作所,2024Q1,PL,法人税等,,200
ケヤキ製作所,2024Q2,BS,現金及び預金,,500
ケヤキ製作所,2024Q2,BS,預け金,,14700
ケヤキ製作所,2024Q2,BS,営業債権,,19900
ケヤキ製作所,2024Q2,BS,棚卸資産,,14100
ケヤキ製作所,2024Q2,BS,その他流動資産,,2600
ケヤキ製作所,2024Q2,BS,有形固定資産(純額),,29000
ケヤキ製作所,2024Q2,BS,投資その他の資産,,3600
ケヤキ製作所,2024Q2,BS,営業債務,,4200
ケヤキ製作所,2024Q2,BS,短期借入金,,8300
ケヤキ製作所,2024Q2,BS,その他流動負債,,4500
ケヤキ製作所,2024Q2,BS,長期借入金,,3400
ケヤキ製作所,2024Q2,BS,その他固定負債,,2500
ケヤキ製作所,2024Q2,BS,退職給付引当金,,4000
ケヤキ製作所,2024Q2,BS,純資産合計,,57500
ケヤキ製作所,2024Q2,PL,売上高,,89600
ケヤキ製作所,2024Q2,PL,営業利益,,12100
ケヤキ製作所,2024Q2,PL,税引前当期純利益,,11600
ケヤキ製作所,2024Q2,PL,減価償却費,,5600
ケヤキ製作所,2024Q2,PL,受取利息及び受取配当金,,100
ケヤキ製作所,2024Q2,PL,支払利息,,600
ケヤキ製作所,2024Q2,PL,法人税等,,3700
ケヤキ製作所,2024Q2,SS,自己株式の取得,,2400
ケヤキ製作所,2024Q3,BS,現金及び預金,,500
ケヤキ製作所,2024Q3,BS,預け金,,12300
ケヤキ製作所,2024Q3,BS,営業債権,,23700
ケヤキ製作所,2024Q3,BS,棚卸資産,,12200
ケヤキ製作所,2024Q3,BS,その他流動資産,,2300
ケヤキ製作所,2024Q3,BS,有形固定資産(純額),,31700
ケヤキ製作所,2024Q3,BS,投資その他の資産,,2900
ケヤキ製作所,2024Q3,BS,営業債務,,6900
ケヤキ製作所,2024Q3,BS,短期借入金,,11200
ケヤキ製作所,2024Q3,BS,その他流動負債,,5300
ケヤキ製作所,2024Q3,BS,長期借入金,,500
ケヤキ製作所,2024Q3,BS,その他固定負債,,2100
ケヤキ製作所,2024Q3,BS,退職給付引当金,,3800
ケヤキ製作所,2024Q3,BS,純資産合計,,55800
ケヤキ製作所,2024Q3,PL,売上高,,92400
ケヤキ製作所,2024Q3,PL,営業利益,,-1100
ケヤキ製作所,2024Q3,PL,税引前当期純利益,,-1700
ケヤキ製作所,2024Q3,PL,減価償却費,,4000
ケヤキ製作所,2024Q3,PL,受取利息及び受取配当金,,200
ケヤキ製作所,2024Q3,PL,支払利息,,1000
ケヤキ製作所,2024Q3,PL,固定資産売却損益(益は+、損は−),,200
ケヤキ製作所,2024Q3,補足,有形固定資産の売却による収入,,2100
ケヤキ製作所,2024Q4,BS,現金及び預金,,4200
ケヤキ製作所,2024Q4,BS,預け金,,13300
ケヤキ製作所,2024Q4,BS,営業債権,,21900
ケヤキ製作所,2024Q4,BS,棚卸資産,,13100
ケヤキ製作所,2024Q4,BS,その他流動資産,,2100
ケヤキ製作所,2024Q4,BS,有形固定資産(純額),,34800
ケヤキ製作所,2024Q4,BS,投資その他の資産,,3200
ケヤキ製作所,2024Q4,BS,営業債務,,7200
ケヤキ製作所,2024Q4,BS,短期借入金,,11600
ケヤキ製作所,2024Q4,BS,その他流動負債,,6200
ケヤキ製作所,2024Q4,BS,長期借入金,,3700
ケヤキ製作所,2024Q4,BS,その他固定負債,,2200
ケヤキ製作所,2024Q4,BS,退職給付引当金,,4400
ケヤキ製作所,2024Q4,BS,純資産合計,,57300
ケヤキ製作所,2024Q4,PL,売上高,,96800
ケヤキ製作所,2024Q4,PL,営業利益,,2500
